,genres,keywords,popularity,title,vote_average,vote_count,movie_id,cast,crew
3868,"['Documentary', 'Family']","['parents kids relationship', 'penguin', 'brood', 'autonomy', 'egg', 'survival', 'snow', 'antarctic']",17.537154,March of the Penguins,6.9,358,1667,"['Morgan Freeman', 'Charles Berling', 'Romane Bohringer', 'Jules Sitruk']",['Luc Jacquet']
3869,"['Thriller', 'Drama']","['capitalism', 'brokerage', 'wall street', 'downsizing', 'financial crisis', 'stock market', 'stock market crash', '21st century', 'investment']",26.259389,Margin Call,6.7,524,50839,"['Kevin Spacey', 'Paul Bettany', 'Jeremy Irons', 'Zachary Quinto', 'Ashley Williams', 'Demi Moore', 'Simon Baker', 'Penn Badgley', 'Mary McDonnell', 'Stanley Tucci']",['J.C. Chandor']
3870,['Drama'],"['drama', 'romance', 'gay relationship']",1.419431,August,6.2,15,86549,"['Murray Bartlett', 'Daniel Dugan', 'Adrian Gonzalez']",['Eldar Rapaport']
3871,"['Comedy', 'Drama']","['strip club', 'alzheimer', 'sex addiction']",11.637458,Choke,6.0,127,13973,"['Sam Rockwell', 'Anjelica Huston', 'Kelly Macdonald', 'Brad William Henke', 'Clark Gregg', 'Bijou Phillips', 'Gillian Jacobs', 'Jonah Bobo', 'Paz de la Huerta', 'Viola Harris']",['Clark Gregg']
3872,['Drama'],"['jazz', 'obsession', 'conservatory', 'music teacher', 'new york city', 'violence', 'montage', 'drummer', 'public humiliation', 'jazz band', 'young adult', 'music school']",192.528841,Whiplash,8.3,4254,244786,"['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Austin Stowell', 'Jayson Blair', 'Kavita Patil', 'Paul Reiser', 'Nate Lang', 'Chris Mulkey', 'Damon Gupton']",['Damien Chazelle']
3873,"['Drama', 'Crime']","['male nudity', 'street gang', 'brazilian', 'photographer', '1970s', 'puberty', 'ghetto', 'gang war', 'coming of age', 'woman director', '1980s']",44.356711,City of God,8.1,1814,598,"['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Matheus Nachtergaele', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Roberta Rodrigues']",['Fernando Meirelles']
3874,"['Comedy', 'Drama']","['sex', 'salesclerk', 'fast food restaurant', 'boredom', 'relationship problems', 'party', 'relationship', 'drug', 'alcohol abuse', 'fashion', 'group of friends']",4.859873,Human Traffic,6.8,97,11129,"['John Simm', 'Danny Dyer', 'Lorraine Pilkington', 'Shaun Parkes', 'Nicola Reynolds', 'Terence Beesley', 'Jo Brand', 'Richard Coyle', 'Andrew Lincoln']",['Justin Kerrigan']
3875,"['Drama', 'Music']","['depression', 'biography', 'drug']",6.723057,To Write Love on Her Arms,6.8,47,75861,"['Kat Dennings', 'Chad Michael Murray', 'Rupert Friend', 'Corbin Bleu', 'Mark Saul', 'Juliana Harkavy', 'Samantha Castro', 'William Peltz', 'J. Larose', 'Rus Blackwell']",['Nathan Frankowski']
3876,"['Mystery', 'Drama', 'Crime', 'Thriller']","['prostitute', 'fire', 'newspaper', 'independent film', 'woman director']",3.069605,The Dead Girl,6.4,66,13551,"['Brittany Murphy', 'Toni Collette', 'Rose Byrne', 'Josh Brolin', 'James Franco', 'Bruce Davison', 'Marcia Gay Harden', 'Piper Laurie', 'Giovanni Ribisi', 'Mary Steenburgen']",['Karen Moncrieff']
3877,['Drama'],"['father son relationship', 'denmark', 'lie', 'pedophilia', 'kindergarten', 'father', 'deer', 'children', 'teacher', 'school', 'pedophile', 'divorce', 'hunting']",21.826888,The Hunt,7.9,927,103663,"['Mads Mikkelsen', 'Alexandra Rapaport', 'Thomas Bo Larsen', 'Anne Louise Hassing', 'Lars Ranthe', 'Susse Wold', 'Ole Dupont', 'Annika Wedderkopp', 'Lasse Fogelstrøm', 'Bjarne Henriksen']",['Thomas Vinterberg']
3878,"['Comedy', 'Family']","['holiday', 'nostalgia', 'young boy', 'bb gun', 'essay', 'christmas tree dealer', 'mall santa', 'christmas', '1940s']",15.128316,A Christmas Story,7.4,344,850,"['Melinda Dillon', 'Darren McGavin', 'Peter Billingsley', 'Jean Shepherd', 'Ian Petrella', 'Scott Schwartz', 'R.D. Robb', 'Zack Ward', 'Yano Anaya', 'Tedde Moore']",['Bob Clark']
3879,"['Drama', 'Romance']","['waitress', 'beach', 'independent film', 'soccer', 'girl', 'chance meeting', 'flashback']",1.814802,Bella,6.7,37,12586,"['Tammy Blanchard', 'Angélica Aragón', 'Ali Landry', 'Jaime Tirelli', 'Manny Pérez', 'Sophie Nyweide', 'Peter Bucossi', 'David Castro', 'Lukas Behnken', 'Ramón Rodríguez']",['Alejandro Monteverde']
3880,"['Action', 'Drama', 'Horror', 'Crime', 'Thriller']","['usa', 'female nudity', 'detective', 'music teacher', 'nudity', 'punk', 'high school', 'vigilante', 'violence in schools', 'murder', 'independent film', 'teacher', 'gang', 'lesbian', 'gang rape', 'juvenile delinquent', 'punk band', 'canuxploitation']",5.643023,Class of 1984,6.2,66,11564,"['Perry King', 'Merrie Lynn Ross', 'Tim Van Patten', 'Michael J. Fox', 'Roddy McDowall', 'Stefan Arngrim', 'Keith Knight', 'Lisa Langlois', 'Neil Clifford', 'Al Waxman']",['Mark L. Lester']
3881,['Comedy'],"['bet', 'divorce', 'gender', 'battle of the sexes', 'life competition']",2.964785,The Opposite Sex,4.1,9,301748,"['Mena Suvari', 'Eric Roberts', 'Kristin Chenoweth', 'Dana Ashbrook', 'Kenan Thompson', 'Jennifer Finnigan', 'Danielle Guldin']",['Jonathan Silverman']
3882,"['Romance', 'Drama']","['lust', 'love crime']",0.11615,Dreaming of Joseph Lees,8.0,1,108346,"['Rupert Graves', 'Samantha Morton', 'Nicholas Woodeson', 'Lee Ross', 'Felix Billson', 'Lauren Richardson', 'Vernon Dobtcheff']",['Eric Styles']
3883,['Drama'],"['paris', 'socially deprived family', 'literature', 'illegal immigration', 'immigrant', 'education', 'boredom', 'class society', 'violence in schools', 'republicanism', 'diversity', 'teacher', 'school', 'school life', 'teachers and students']",13.437038,The Class,6.8,174,8841,"['François Bégaudeau', 'Franck Keïta', 'Esmeralda Ouertani', 'Rachel Regulier', 'Wei Huang', 'Cherif Bounaïdja Rachedi', 'Louise Grinberg', 'Rabah Nait Oufella', 'Carl Nanor', 'Jean-Michel Simonet']",['Laurent Cantet']
3884,"['Horror', 'Drama', 'Mystery']","['anti-christ', 'contemporary setting', 'laundry', 'occult', 'demonic possession', 'satanic cult', 'lucky charm', 'woman in jeopardy', 'eating disorder', 'catholic priest']",26.180367,Rosemary's Baby,7.5,863,805,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer', 'Maurice Evans', 'Ralph Bellamy', 'Victoria Vetri', 'Patsy Kelly', 'Elisha Cook Jr.', 'Emmaline Henry']",['Roman Polanski']
3885,['Western'],"['gunslinger', 'showdown', 'funeral', 'legend', 'to shoot dead', 'outlaw', 'lawyer', 'pistol', 'rancher', 'stagecoach', 'cowboy']",11.735287,The Man Who Shot Liberty Valance,7.4,265,11697,"['John Wayne', 'James Stewart', 'Vera Miles', 'Lee Marvin', ""Edmond O'Brien"", 'Ken Murray', 'John Carradine', 'Jeanette Nolan', 'Andy Devine', 'John Qualen']",['John Ford']
3886,"['Drama', 'Romance']","[""children's book"", ""asperger's syndrome"", 'electrical engineer', ""asperger's""]",8.308442,Adam,6.9,150,22051,"['Hugh Dancy', 'Rose Byrne', 'Peter Gallagher', 'Amy Irving', 'Frankie Faison', 'Mark Linn-Baker', 'Haviland Morris', 'Adam LeFevre', 'Mike Hodge', ""Peter O'Hara""]",['Max Mayer']
3887,"['Drama', 'Thriller', 'Crime']","['individual', 'new york', 'adolescence', 'colombia', 'drug traffic', 'cocaine', 'drug crime', 'illegal immigration', 'maquiladora', 'airplane', 'bravery', 'teacher', 'pregnancy', 'self esteem']",3.027892,Maria Full of Grace,6.9,101,436,"['Catalina Sandino Moreno', 'Guilied Lopez', 'Yenny Paola Vega', 'John Álex Toro', 'Virgina Ariza', 'Rodrigo Sánchez Borhorquez', 'Charles Albert Patiño', 'Wilson Guerrero', 'Johanna Andrea Mora', 'Evangelina Morales']",['Joshua Marston']
3888,"['Drama', 'Romance', 'Comedy']","['gay', 'loss of mother', 'secret', 'coming out', 'loss of father', 'cancer', 'lgbt elderly']",11.933449,Beginners,6.8,347,55347,"['Ewan McGregor', 'Christopher Plummer', 'Mélanie Laurent', 'Goran Visnjic', 'Kai Lennox', 'Mary Page Keller', 'Keegan Boos', 'China Shavers', 'Melissa Tang', 'Amanda Payton']",['Mike Mills']
3889,"['Action', 'Comedy', 'Horror']","['monster', 'pub', 'duringcreditsstinger']",8.825113,Feast,6.1,160,10070,"['Balthazar Getty', 'Henry Rollins', 'Navi Rawat', 'Judah Friedlander', 'Jason Mewes', 'Krista Allen', 'Jenny Wade', 'Josh Zuckerman', 'Clu Gulager', 'Eric Dane']",['John Gulager']
3890,['Comedy'],"['sex', 'nudity', 'college', 'fraternity', 'gross out comedy', 'dean', 'fraternity house', 'probation', '1960s', 'college freshman', 'anarchic comedy']",17.332585,Animal House,7.0,418,8469,"['John Belushi', 'Tim Matheson', 'John Vernon', 'Verna Bloom', 'Tom Hulce', 'Cesare Danova', 'Peter Riegert', 'Mary Louise Weller', 'Stephen Furst', 'James Widdoes']",['John Landis']
3891,"['Adventure', 'Action', 'Thriller']","['secret organization', 'secret intelligence service', 'nuclear radiation', 'fort knox', 'aston martin', 'secret lab', 'kentucky', 'gas attack', 'airplane', 'british secret service', 'duringcreditsstinger']",47.812466,Goldfinger,7.2,987,658,"['Sean Connery', 'Honor Blackman', 'Gert Fröbe', 'Shirley Eaton', 'Tania Mallet', 'Harold Sakata', 'Bernard Lee', 'Martin Benson', 'Cec Linder', 'Austin Willis']",['Guy Hamilton']
3892,"['Science Fiction', 'Horror']","['injection', 'celebrity', 'satire', 'near future', 'metamorphosis', 'tech noir', 'virus', 'body horror']",11.753553,Antiviral,5.7,112,125490,"['Caleb Landry Jones', 'Sarah Gadon', 'Malcolm McDowell', 'Joe Pingue', 'Sheila McCarthy', 'Douglas Smith', 'Wendy Crewson', 'Nicholas Campbell', 'James Cade', 'Dawn Greenhalgh']",['Brandon Cronenberg']
3893,"['Drama', 'Family', 'Fantasy']","['holiday', 'angel', 'based on novel', 'bank', 'suicide attempt', 'small town', 'christmas tree', 'great depression', 'christmas eve', 'feel-good ending', 'guardian angel', 'christmas']",42.868495,It's a Wonderful Life,8.0,1076,1585,"['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Thomas Mitchell', 'Henry Travers', 'Beulah Bondi', 'Ward Bond', 'Frank Faylen', 'Gloria Grahame', 'H.B. Warner']",['Frank Capra']
3894,"['Drama', 'Crime']","['london england', 'alcohol', 'sex', 'based on novel', 'drug addiction', 'drug dealer', 'nightclub', 'junkie', 'heroin', 'cold turkey', 'modern society', 'hallucination', 'friendship', 'surrealism', 'dark comedy', 'stealing', 'monologue', 'cult film', 'recovering drug addict', 'illegal drugs', 'drug deal', 'drug rehabilitation', 'drug culture', 'antihero']",63.513324,Trainspotting,7.8,2655,627,"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Robert Carlyle', 'Kelly Macdonald', 'Kevin McKidd', 'Peter Mullan', 'James Cosmo', 'Eileen Nicholas', 'Susan Vidler']",['Danny Boyle']
3895,['Comedy'],[],1.918959,The Original Kings of Comedy,6.3,15,23618,"['Steve Harvey', 'D. L. Hughley', 'Cedric the Entertainer', 'Bernie Mac']",['Spike Lee']
3896,"['Horror', 'Thriller']","['ouija board', 'haunting', 'demonic possession', 'found footage', 'duringcreditsstinger']",22.789649,Paranormal Activity 2,5.7,722,41436,"['Katie Featherston', 'David Bierend', 'Brian Boland', 'Molly Ephraim', 'Seth Ginsberg', 'Sprague Grayden', 'William Juan Prieto', 'Jackson Xenia Prieto', 'Micah Sloat', 'Vivis Cortez']",['Tod Williams']
3897,"['Comedy', 'Romance']","['false identity', 'beguilement', 'lottery', 'village', 'jackpot', 'independent film', 'ireland']",5.735912,Waking Ned,7.4,54,10162,"['Ian Bannen', 'David Kelly', 'Fionnula Flanagan', 'Susan Lynch', 'Brendan Dempsey', 'James Nesbitt', 'Paul Vaughan', 'Adrian Robinson', ""Maura O'Malley"", 'Robert Hickey']",['Kirk Jones']
3898,['Documentary'],"['usa', 'canada', 'gun', 'homicide', 'to shoot dead', 'checks and balances', 'columbine', 'oklahoma city bombing', 'gun violence', 'person running amok']",11.414843,Bowling for Columbine,7.3,453,1430,"['Michael Moore', 'George H. W. Bush', 'George W. Bush', 'Dick Clark', 'Charlton Heston', 'Jacobo Arbenz', 'Mike Bradley', 'Arthur A. Busch', 'Michael Caldwell', 'Richard Castaldo']",['Michael Moore']
3899,['Drama'],"['arranged marriage', 'labor camp']",6.017273,Coming Home,6.9,49,259943,"['Gong Li', 'Chen Dao-Ming', 'Guo Tao', 'Zhang Jia-Yi', 'Yan Ni', 'Zhang Huiwen', 'Ding Jiali', 'Liu Peiqi', 'Chen Xiaoyi', 'Bai Qing Xin']",['Zhang Yimou']
3900,['Horror'],"['gay', 'dancing', 'fire', 'diary', 'nightmare', 'haunted house', 'transformation', 'supernatural', 'high school', 'party', 'possession', 'premonition', 'spontaneous combustion', 'bdsm', 'school bus', 'disfigurement', 'sleepwalking', 'dreams']",21.607228,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361,10014,"['Robert Englund', 'Mark Patton', 'Kim Myers', 'Robert Rusler', 'Clu Gulager', 'Hope Lange', 'Marshall Bell', 'Melinda O. Fee', 'Tom McFadden', 'Sydney Walsh']",['Jack Sholder']
3901,"['Drama', 'Romance']","['kiss', 'bed and breakfast place', 'florence']",7.961559,A Room with a View,6.9,156,11257,"['Maggie Smith', 'Helena Bonham Carter', 'Denholm Elliott', 'Julian Sands', 'Simon Callow', 'Patrick Godfrey', 'Judi Dench', 'Fabia Drake', 'Amanda Walker', 'Joan Henley']",['James Ivory']
3902,"['Science Fiction', 'Horror', 'Thriller']","['dystopia', 'barricade', 'home invasion', 'constitutional convention', 'legalized murder', 'social allegory']",54.403033,The Purge,6.0,2428,158015,"['Lena Headey', 'Ethan Hawke', 'Max Burkholder', 'Adelaide Kane', 'Rhys Wakefield', 'Tony Oller', 'Edwin Hodge', 'Tom Yi', 'Arija Bareikis', 'Chris Mulkey']",['James DeMonaco']
3903,"['Horror', 'Thriller', 'Mystery']","['drowning', 'pennsylvania', 'child murderer', 'car set on fire', 'murder', 'bag over head', 'massacre', 'power outage', 'hanged man', 'held captive', 'hanging', 'death', 'attic', 'no opening credits', 'super-8', 'ghost child', 'filmed killing', 'crime novelist']",41.045084,Sinister,6.7,1573,82507,"['Ethan Hawke', 'Juliet Rylance', ""Vincent D'Onofrio"", 'James Ransone', 'Fred Dalton Thompson', 'Clare Foley', ""Michael Hall D'Addario"", 'Victoria Leigh', 'Blake Mizrahi', 'Cameron Ocasio']",['Scott Derrickson']
3904,['Comedy'],"['daily life', 'scandal', 'growing up', 'divorce']",0.295226,Martin Lawrence Live: Runteldat,5.0,1,20337,['Martin Lawrence'],['Martin Lawrence']
3905,"['Drama', 'Romance']","['individual', 'suicide', 'southern usa', 'adultery', 'mississippi', 'depression', 'jealousy', 'wife husband relationship', 'dying and death', 'alcoholic']",16.553594,Cat on a Hot Tin Roof,7.6,165,261,"['Elizabeth Taylor', 'Paul Newman', 'Burl Ives', 'Judith Anderson', 'Jack Carson', 'Madeleine Sherwood', 'Vaughn Taylor', 'Larry Gates', 'Zelda Cleaver', 'Brian Corcoran']",['Richard Brooks']
3906,"['Adventure', 'Science Fiction', 'Mystery']","['mutant', 'dystopia', 'survivor', 'astronaut', 'ape', 'science', 'worship']",24.393296,Beneath the Planet of the Apes,6.2,361,1685,"['James Franciscus', 'Kim Hunter', 'Maurice Evans', 'Linda Harrison', 'Charlton Heston', 'Paul Richards', 'David Watson', 'Thomas Gomez', 'Victor Buono', 'James Gregory']",['Ted Post']
3907,"['Comedy', 'Family', 'Drama']","['clown', 'golden retriever', 'dog actor']",11.241802,Air Bud,5.3,106,20737,"['Kevin Zegers', 'Wendy Makkena', 'Michael Jeter', 'Bill Cobbs', 'Brendan Fletcher', 'Norman Browning', 'Eric Christmas', 'Nicola Cavendish']",['Charles Martin Smith']
3908,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']","['mountains', 'mountain village', 'friendship', 'based on tv series', 'young boy', 'pokémon', 'best friend', 'fighting', 'based on video game', 'pikachu', 'anime']",9.18885,Pokémon: Spell of the Unknown,5.9,137,10991,"['Veronica Taylor', 'Rachael Lillis', 'Eric Stuart']",['Michael Haigney']
3909,"['Horror', 'Mystery', 'Thriller']","['lightning', 'cemetery', 'mask', 'slasher', 'jason vorhees']",11.158167,Friday the 13th Part VI: Jason Lives,5.7,216,10225,"['Thom Mathews', 'Jennifer Cooke', 'David Kagen', 'Renée Jones', 'Tom Fridley', 'C.J. Graham', 'Tony Goldwyn', 'Darcy DeMoss', 'Ann Ryerson', 'Alan Blumenfeld']",['Tom McLoughlin']
3910,"['Drama', 'History', 'War']","['japan', 'resistance', 'japanese', 'river', 'prisoners of war', 'thailand', 'bridge', 'officer']",23.109959,The Bridge on the River Kwai,7.7,542,826,"['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa', 'James Donald', 'Geoffrey Horne', 'André Morell', 'Peter Williams', 'John Boxer', 'Percy Herbert']",['David Lean']
3911,"['Comedy', 'Family', 'Science Fiction']","['alien', 'martian', 'misunderstanding', 'greedy developer']",1.586598,Spaced Invaders,4.7,25,34086,"['Ariana Richards', 'Douglas Barr', 'Royal Dano', 'William Holmes']",['Patrick Read Johnson']
3912,"['Comedy', 'Crime', 'Thriller']","['fortune teller', 'kidnapping', 'false identity', 'heir', 'spiritualist']",3.832858,Family Plot,6.7,86,5854,"['Barbara Harris', 'Bruce Dern', 'Karen Black', 'William Devane', 'Ed Lauter', 'Cathleen Nesbitt', 'Katherine Helmond', 'Warren J. Kemmerling', 'Edith Atwater', 'William Prince']",['Alfred Hitchcock']
3913,"['Comedy', 'Drama', 'Romance']","['new york', ""new year's eve"", 'lovesickness', 'age difference', 'suicide attempt', 'office', 'flat', 'spaghetti', 'christmas party', 'winter', 'clerk', 'tennis racket', 'romantic comedy', 'extramarital affair']",22.889294,The Apartment,8.1,483,284,"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston', 'Jack Kruschen', 'Naomi Stevens', 'Hope Holiday', 'Edie Adams', 'Joan Shawlee', 'Johnny Seven']",['Billy Wilder']
3914,"['Fantasy', 'Horror', 'Thriller']","['male nudity', 'female nudity', 'waitress', 'camping', 'nudity', 'psychopath', 'sequel', 'murder', 'independent film', 'serial killer', 'diner', 'slasher', 'series of murders', 'violence', 'hockey mask', 'jason vorhees', 'madman']",10.341982,Jason Goes to Hell: The Final Friday,4.2,193,10285,"['Kane Hodder', 'John D. LeMay', 'Kari Keegan', 'Steven Williams', 'Steven Culp', 'Erin Gray', 'Rusty Schwimmer', 'Richard Gant', 'Leslie Jordan', 'Billy Green Bush']",['Adam Marcus']
3915,"['Mystery', 'Thriller']","['cold war', 'east germany']",7.924982,Torn Curtain,6.4,120,5780,"['Paul Newman', 'Julie Andrews', 'Lila Kedrova', 'Hansjörg Felmy', 'Tamara Toumanova', 'Wolfgang Kieling', 'Ludwig Donath', 'Gisela Fischer', 'Günter Strack', 'Mort Mills']",['Alfred Hitchcock']
3916,"['Comedy', 'Documentary', 'Music']","['black people', 'hip-hop', 'block party', 'megaphone', 'classroom', 'brass band', 'stage']",1.697846,Dave Chappelle's Block Party,6.4,28,292,"['Dave Chappelle', 'Erykah Badu', 'Common', 'Yasiin Bey', 'Bilal', ""Lil' Cease"", 'Cody ChestnuTT', ""James 'Kamal' Gray"", 'Lauryn Hill', ""Leonard 'Hub' Hubbard""]",['Michel Gondry']
3917,"['Romance', 'Thriller', 'Western']","['fire', 'bounty hunter', 'shotgun', 'horseback riding', 'horse', 'cabin', 'frontier', 'outlaw', 'rifle', 'unrequited love', 'death of father', 'native american', 'shootout', 'search', 'pistol', 'death by accident', 'violence', 'ireland', 'drinking', 'pursuit', 'shot through a wall', 'flaming arrow', 'dream sequence', 'flashback', 'shot in the heart']",14.936661,Slow West,6.6,367,223485,"['Michael Fassbender', 'Kodi Smit-McPhee', 'Ben Mendelsohn', 'Caren Pistorius', 'Rory McCann', 'Brooke Williams', 'Alex MacQueen', 'Kalani Queypo', 'Madeleine Sami']",['John Maclean']
3918,"['Drama', 'Music', 'Romance']",[],0.720091,Krush Groove,7.0,11,29463,"['Blair Underwood', 'Joseph Simmons', 'Darryl McDaniels', 'Sheila E.', 'Kurtis Blow', 'LL Cool J', 'Rick Rubin', 'Damon Wimbley', 'Mark Morales', 'Darren Robinson']",['Michael Schultz']
3919,"['Action', 'Comedy', 'Crime']",['duringcreditsstinger'],2.747402,Next Day Air,5.3,36,18065,"['Donald Faison', 'Mike Epps', 'Wood Harris', 'Omari Hardwick', 'Yasiin Bey', 'Lauren London']",['Benny Boom']
3920,['Drama'],"['evangelist', 'revivalism']",6.734965,Elmer Gantry,7.3,41,22013,"['Burt Lancaster', 'Jean Simmons', 'Arthur Kennedy', 'Dean Jagger', 'Shirley Jones', 'Patti Page', 'Edward Andrews', 'John McIntire', 'Hugh Marlowe', 'Joe Maross']",['Richard Brooks']
3921,"['Drama', 'History']","['judge', 'concentration camp', 'world war ii', 'nazis', 'court case', 'national socialism', 'national socialist party', 'nuremberg trials', 'right and justice', 'trial']",13.338539,Judgment at Nuremberg,7.6,155,821,"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark', 'Marlene Dietrich', 'Maximilian Schell', 'Judy Garland', 'Montgomery Clift', 'Edward Binns', 'Werner Klemperer', 'Torben Meyer']",['Stanley Kramer']
3922,"['Comedy', 'Romance']","['high school', 'prom']",0.185373,Trippin',4.5,4,53862,"['Deon Richmond', 'Donald Faison', 'Guy Torry', 'Maia Campbell', 'Aloma Wright']",['David Raynr']
3923,['Western'],"['texas', 'dangerous', 'kansas', 'cattle drive', 'revenge', 'cattle', 'adopted child', 'cattle empire']",5.344815,Red River,7.3,82,3089,"['John Wayne', 'Montgomery Clift', 'Joanne Dru', 'Walter Brennan', 'Coleen Gray', 'Harry Carey', 'John Ireland', 'Noah Beery, Jr.', 'Harry Carey, Jr.', 'Chief Yowlachie']",['Howard Hawks']
3924,"['Comedy', 'Romance']",['woman director'],0.982624,Phat Girlz,3.7,10,30139,"[""Mo'Nique"", 'Jimmy Jean-Louis', 'Godfrey', 'Joyful Drake', 'Brendan Walsh']",['Nnegest Likké']
3925,"['Romance', 'Drama']","['hotel', 'airport', 'hotel room', 'greece', 'dream', 'greek', 'friends', 'author', 'writer', 'summer vacation', 'twins']",23.299907,Before Midnight,7.4,568,132344,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick', 'Jennifer Prior', 'Charlotte Prior', 'Xenia Kalogeropoulou', 'Walter Lassally', 'Ariane Labed', 'Yiannis Papadopoulos', 'Athina Rachel Tsangari']",['Richard Linklater']
3926,"['Comedy', 'Fantasy', 'Family']","['werewolf', 'teenager']",4.103764,Teen Wolf Too,3.8,46,15582,"['Jason Bateman', 'Kim Darby', 'John Astin', 'Mark Holton', 'Estee Chandler', 'Robert Neary', 'Stuart Fratkin', 'Paul Sand', 'James Hampton', 'Beth Miller']",['Christopher Leitch']
3927,"['Action', 'Horror', 'Science Fiction', 'Thriller']","['portal', 'undertaker', 'evil', 'tall man', 'sentinals']",5.003615,Phantasm II,6.3,94,15158,"['James Le Gros', 'Reggie Bannister', 'Angus Scrimm', 'Paula Irvine', 'Samantha Phillips', 'Kenneth Tigar', 'Ruth C. Engel', 'Mark Anthony Major', 'Stacey Travis', 'A. Michael Baldwin']",['Don Coscarelli']
3928,['Drama'],['independent film'],0.019984,Woman Thou Art Loosed,5.0,3,44634,"['Kimberly Elise', 'Loretta Devine', 'Debbi Morgan', 'Michael Boatman', 'Louisa Abernathy']",['Michael Schultz']
3929,"['Comedy', 'Drama']","['independent film', 'woman director']",1.026243,Real Women Have Curves,5.8,19,30309,"['America Ferrera', 'Lupe Ontiveros', 'Ingrid Oliu', 'George Lopez', 'Brian Sites', 'Soledad St. Hilaire', 'Marlene Forte']",['Patricia Cardoso']
3930,"['Drama', 'Foreign', 'Romance']","['site of pilgrimage', 'widow', 'varanasi', 'hinduism', 'child bride', 'mahatma gandhi', 'woman director']",2.787375,Water,6.8,34,7509,"['Lisa Ray', 'Sarala', 'John Abraham', 'Seema Biswas', 'Waheeda Rehman', 'Vinay Pathak', 'Rishma Malik', 'Manorama', 'Raghuvir Yadav']",['Deepa Mehta']
3931,['Comedy'],"['islam', 'hippie', 'father son relationship', 'muslim', 'jealousy', 'tradition', 'culture clash', 'religious education', 'modern society', 'pakistani', 'daughter', 'faith', 'integration', 'cultural difference']",3.667372,East Is East,6.5,59,10557,"['Om Puri', 'Linda Bassett', 'Ian Aspinall', 'Jimi Mistry', 'Archie Panjabi', 'Jordan Routledge', 'Chris Bisson', 'Lesley Nicol', 'Emil Marwa', 'Raji James']","[""Damien O'Donnell""]"
3932,"['Comedy', 'Romance']","['independent film', 'diner', 'dating', 'masturbation']",2.144354,Whipped,3.1,11,23531,"['Amanda Peet', 'Brian Van Holt', 'Jonathan Abrahams', 'Zorie Barber', 'Judah Domke', 'Callie Thorne', 'Bridget Moynahan', 'Taryn Reif', 'Neriah Davis']",['Peter M. Cohen']
3933,"['Drama', 'History', 'Romance']","['poetry', 'eroticism', 'woman director']",3.937939,Kama Sutra - A Tale of Love,5.7,35,28005,"['Indira Varma', 'Sarita Choudhury', 'Ramon Tikaram', 'Naveen Andrews']",['Mira Nair']
3934,"['Comedy', 'Drama']","['suicide', 'new york', 'infidelity', 'cancer', 'independent film', 'neighbor', 'apartment', 'woman director']",5.325156,Please Give,6.0,57,40247,"['Rebecca Hall', 'Catherine Keener', 'Amanda Peet', 'Oliver Platt', 'Sarah Steele', 'Jason Mantzoukas', 'Ann Morgan Guilbert', 'Timothy Doyle', 'Elise Ivy', 'Josh Pais']",['Nicole Holofcener']
3935,"['Family', 'Fantasy']","['chocolate', 'factory worker', 'based on novel', 'candy', 'tv addicted person', 'overweight child', 'grandfather grandson relationship', 'factory', 'musical', 'single', 'teacher']",23.981601,Willy Wonka & the Chocolate Factory,7.4,798,252,"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum', 'Roy Kinnear', 'Denise Nickerson', 'Leonard Stone', 'Julie Dawn Cole', 'Nora Denney', 'Peter Capell', 'Tim Brooke-Taylor']",['Mel Stuart']
3936,"['Fantasy', 'Horror', 'Science Fiction']","['armageddon', 'warlock']",3.107149,Warlock: The Armageddon,5.2,38,24126,"['Julian Sands', 'Chris Young', 'Paula Marshall', 'Joanna Pacula', 'Steve Kahan', 'R. G. Armstrong', 'Charles Hallahan', 'Bruce Glover', 'Craig Hurley', 'Dawn Ann Billings']",['Anthony Hickox']
3937,"['Comedy', 'Crime']","['mexico', 'vacation', 'murder', 'head']",5.016607,8 Heads in a Duffel Bag,5.4,39,13982,"['Joe Pesci', 'Kristy Swanson', 'George Hamilton', 'Dyan Cannon', 'Andy Comeau', 'David Spade', 'Ernestine Mercer', 'Anthony Mangano', 'Joe Basile', 'Frank Roman']",['Tom Schulman']
